id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
2830,96933,"[40480, 2279, 32301, 10734, 9238, 40481]","[[32301, 10734], [2507, 6444], [1143, 7406], [15341], [979, 1350, 1044, 15473, 7087], [6444], [3677, 7424, 745], [7327]]","[40480, 40482, 729, 2525, 10906, 485, 43, 22328, 9378, 40478, 40482, 7087, 32301, 10734, 240, 2507, 6444, 240, 1143, 7406, 240, 488, 15341, 500, 563, 35050, 2738, 6847, 240, 53, 34, 277, 277, 278, 280, 244, 40478, 40482, 2525, 500, 10906, 562, 7648, 1571, 40478, 40482, 7087, 15473, 7087, 240, 6444, 240, 488, 7424, 745, 1073, 1904, 9588, 40478, 40482, 9467, 500, 7327, 40478, 40482, 35009, 13241, 715, 32301, 10734, 9019, 40478, 40482, 19007, 1073, 3746, 2507, 240, 670, 10353, 1571, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[170, 800, 5825, 1511, 538, 6906, 2640, 4958]"
2831,106152,"[40480, 2279, 1639, 18343, 11434, 20994, 40481]","[[17869, 6020], [21453], [15022, 796, 527], [6953], [10848], [11434], [1325, 1048, 567, 37530], [1845, 22942, 8361], [19811], [16954, 673, 944], [563, 2654, 5581, 4204, 27043], [6382]]","[40480, 40482, 2525, 280, 13020, 23028, 498, 6020, 500, 6847, 488, 14046, 39174, 485, 6018, 905, 498, 481, 4739, 240, 9933, 669, 3205, 488, 1072, 485, 566, 737, 1011, 562, 481, 1115, 3438, 40478, 40482, 2525, 5040, 6020, 500, 246, 1719, 6847, 40478, 40482, 4846, 19414, 240, 15022, 240, 10848, 488, 6953, 488, 14046, 1073, 3746, 40478, 40482, 4846, 5089, 240, 19811, 240, 1325, 1048, 567, 37530, 240, 1749, 6224, 8361, 240, 16954, 673, 944, 240, 566, 18633, 498, 27043, 488, 803, 498, 481, 6382, 485, 925, 246, 2832, 9019, 674, 32093, 562, 670, 277, 278, 280, 2088, 522, 1073, 5089, 544, 4941, 2457, 11842, 645, 9019, 544, 1381, 485, 2832, 4846, 725, 6382, 240, 1302, 485, 8312, 562, 246, 9050, 20994, 595, 15314, 40478, 40482, 669, 512, 640, 1011, 485, 4103, 7087, 500, 481, 1346, 498, 481, 27043, 488, 4103, 556, 6878, 488, 246, 2417, 2250, 6453, 40478, 40482, 512, 1598, 649, 803, 15022, 5339, 522, 712, 712, 643, 924, 556, 507, 1359, 40478, 40482, 246, 3898, 556, 803, 498, 547, 1662, 6864, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[7557, 5010, 3203, 6270, 3248, 422, 3177, 3772, 7213, 7230, 7435, 6832]"
2835,45087,"[40480, 1143, 6539, 9514, 4914, 7056, 40481]","[[6812], [6444], [9514, 4914], [21447, 7869], [796, 527], [15341], [1143, 7406], [563, 12187, 7056, 6515]]","[40480, 40482, 729, 2525, 10906, 485, 43, 8393, 40478, 40482, 2523, 23748, 742, 5802, 1092, 40478, 40482, 4846, 6444, 240, 21298, 488, 9514, 4914, 40478, 40482, 3990, 1143, 7406, 4309, 556, 17918, 488, 4846, 485, 8441, 9019, 40478, 40482, 8240, 666, 7056, 6515, 488, 19007, 1073, 1233, 276, 1791, 272, 40478, 40482, 11421, 1571, 275, 40478, 40482, 925, 246, 1209, 667, 3865, 2506, 481, 281, 8441, 15953, 488, 4846, 246, 9241, 498, 15341, 485, 507, 40478, 40482, 2454, 7056, 488, 2507, 40478, 40482, 3545, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[2499, 6906, 6654, 4964, 1563, 1511, 5825, 7352]"
2836,49117,"[40480, 7217, 6089, 7087, 4733, 40481]","[[6167, 734, 5612, 14071], [2159, 8805], [6167, 21453], [15022, 6953], [21453, 6953], [15022, 8361], [21453, 8361], [18594, 10968], [1061, 494, 813, 2141], [6796, 5940], [22942, 10734], [2417, 25199, 17570], [30710], [38139, 10107]]","[40480, 40482, 500, 246, 1719, 13733, 5024, 240, 23667, 929, 292, 16126, 40478, 40482, 7087, 862, 40478, 40482, 2961, 500, 3048, 2240, 10807, 500, 246, 2548, 2832, 1082, 40478, 40482, 18645, 271, 281, 7420, 7087, 40478, 40482, 562, 7217, 9540, 6089, 271, 500, 246, 5024, 240, 29369, 1281, 280, 13020, 23028, 498, 7087, 556, 1061, 494, 813, 2141, 488, 6796, 5940, 40478, 40482, 8658, 746, 1073, 6255, 40478, 40482, 562, 3099, 3573, 6089, 271, 4846, 22942, 10734, 488, 25199, 17570, 485, 277, 3026, 3572, 7217, 6089, 40478, 40482, 562, 30710, 6089, 271, 4846, 30710, 488, 38139, 10107, 485, 277, 3026, 498, 3572, 7217, 9540, 6089, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,"[2325, 6293, 2317, 3219, 5028, 3217, 5024, 2159, 4623, 869, 1330, 5365, 2001, 1133]"
2840,104728,"[40480, 9188, 13995, 5825, 40481]","[[10837], [17918], [2832, 1431, 523], [5940], [3151, 12486], [6444], [6953], [6812]]","[40480, 40482, 500, 1719, 13733, 5024, 8400, 7087, 280, 7420, 17918, 488, 1431, 523, 40478, 40482, 500, 6847, 2525, 5940, 240, 3151, 12486, 240, 6444, 488, 6953, 1073, 2107, 40478, 40482, 9467, 500, 10837, 40478, 40482, 4846, 485, 2832, 9019, 500, 5024, 40478, 40482, 4846, 6812, 40478, 40482, 2523, 491, 954, 3305, 562, 277, 278, 280, 2176, 40478, 40482, 2523, 281, 1571, 491, 1583, 3305, 40478, 40482, 702, 828, 9467, 500, 1046, 5040, 17918, 485, 925, 246, 2022, 17532, 40478, 40482, 1082, 17532, 500, 35050, 5024, 40478, 40482, 1300, 1098, 485, 14218, 3334, 40478, 40482, 2454, 488, 8658, 746, 1793, 1808, 522, 609, 485, 277, 2106, 40478, 40482, 485, 1529, 17532, 240, 14218, 7877, 272, 291, 260, 3652, 6847, 40478, 40482, 2191, 14814, 5825, 40478, 40482, 2454, 488, 851, 3779, 670, 11421, 260, 15936, 1571, 40478, 40482, 19007, 491, 43, 22328, 562, 10353, 260, 6828, 1571, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[5648, 2683, 7956, 4717, 6473, 6906, 6270, 2499]"
2841,97902,"[40480, 29624, 20081, 12725, 12395, 14259, 40481]","[[31801, 12395, 1495, 40118], [29624, 20081], [4787, 31711, 260, 7304, 7524, 13019], [9230, 789, 607], [1353], [4017], [592, 5552, 260, 4530, 23488], [3204, 26285]]","[40480, 40482, 1082, 14259, 504, 246, 8967, 500, 246, 7754, 25175, 6847, 40478, 40482, 14259, 500, 43, 10353, 10906, 562, 277, 277, 278, 282, 1808, 485, 277, 281, 278, 282, 1808, 522, 1073, 7158, 4941, 40478, 40482, 562, 27943, 271, 500, 246, 280, 660, 2212, 10734, 6847, 23667, 29624, 20081, 488, 31711, 7524, 40478, 40482, 2030, 485, 11468, 40478, 40482, 18115, 2525, 40478, 40482, 2454, 488, 32093, 7648, 1571, 522, 5802, 29624, 20081, 544, 963, 4941, 40478, 40482, 9261, 9019, 666, 246, 280, 3026, 5379, 7864, 4127, 551, 5379, 556, 481, 651, 498, 246, 9082, 40478, 40482, 4846, 1046, 1353, 485, 8020, 277, 277, 278, 282, 3026, 40478, 40482, 29649, 22354, 40478, 40482, 500, 481, 1164, 4835, 39587, 9467, 1281, 9230, 789, 607, 488, 280, 3, 21, 3696, 1353, 40478, 40482, 9467, 500, 29624, 20081, 5379, 40478, 40482, 5539, 488, 9467, 715, 11868, 2525, 1073, 20559, 488, 24564, 40478, 40482, 5539, 488, 9467, 562, 280, 1571, 725, 40478, 40482, 9467, 500, 4017, 240, 23488, 488, 26285, 40478, 40482, 2525, 822, 40478, 40482, 4233, 803, 498, 481, 27943, 1557, 481, 5089, 562, 481, 1009, 6828, 1571, 498, 25175, 40478, 40482, 2454, 5089, 556, 14653, 40478, 40482, 851, 1229, 7648, 1571, 781, 17267, 40478, 40482, 2525, 5040, 27943, 40478, 40482, 4103, 556, 5089, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,"[5630, 6052, 1833, 7655, 3723, 4880, 7929]"
2842,83211,"[40480, 6878, 556, 16178, 3614, 488, 2056, 21453, 40481]","[[17869, 6020], [21453], [693, 1209, 2087], [928, 13569, 1454, 6878], [1353], [16178, 3614], [6953], [2056, 21453]]","[40480, 40482, 2525, 277, 277, 278, 280, 3, 21, 3696, 6020, 500, 2262, 11868, 4835, 39587, 715, 11868, 2525, 40478, 40482, 4846, 280, 278, 281, 3026, 21453, 488, 693, 1209, 2087, 488, 4835, 836, 284, 1571, 40478, 40482, 7087, 500, 6878, 40478, 40482, 4846, 1353, 13249, 3614, 488, 277, 278, 280, 3, 3696, 6953, 488, 2030, 485, 32093, 40478, 40482, 2454, 240, 18115, 2525, 485, 11868, 954, 488, 32093, 1073, 6878, 544, 4941, 488, 5379, 544, 9521, 240, 670, 9982, 1571, 40478, 40482, 6018, 617, 2525, 40478, 40482, 851, 1229, 1809, 5895, 1571, 40478, 40482, 29649, 13249, 3614, 40478, 40482, 2525, 5040, 277, 278, 280, 3, 21, 3696, 6020, 500, 2262, 1719, 28058, 715, 11868, 2525, 40478, 40482, 4846, 2056, 21453, 488, 4835, 836, 277, 2176, 40478, 40482, 4846, 6878, 488, 9467, 1073, 6720, 822, 40478, 40482, 7033, 485, 3301, 556, 6953, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[7557, 5010, 7337, 4471, 7655, 4298, 6270, 6335]"
2844,36094,"[40480, 29751, 23935, 7056, 40481]","[[8441, 15953], [6444], [15473, 8361], [6953], [17729], [8467, 1179], [15000], [6198, 4914]]","[40480, 40482, 485, 11954, 7904, 8441, 15953, 240, 4846, 6444, 240, 15473, 8361, 240, 13618, 6953, 240, 17729, 240, 498, 8467, 1179, 488, 15000, 40478, 40482, 8240, 666, 4309, 35050, 291, 244, 7056, 6847, 40478, 40482, 19007, 6828, 1571, 491, 43, 10353, 9378, 40478, 40482, 5463, 488, 4103, 556, 6198, 4914, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0,"[2509, 6906, 332, 6270, 1873, 5298, 7449, 7702]"
2848,143897,"[40480, 19642, 978, 1817, 2657, 40481]","[[978, 1817, 2657], [954, 39292, 16954], [2056, 19414], [13249, 7524], [6167, 7, 4344, 6741], [3567, 3261, 6913, 7933], [11332], [1055, 11, 4364], [629, 2338, 6821], [13583, 30142]]","[40480, 40482, 729, 2525, 10906, 44, 8393, 40478, 40482, 1892, 3316, 666, 282, 6255, 3338, 14675, 40478, 40482, 23667, 563, 7063, 19811, 240, 2056, 19414, 240, 38139, 240, 13249, 7524, 240, 488, 7, 4344, 6741, 500, 246, 1719, 28058, 40478, 40482, 2030, 485, 11468, 40478, 40482, 18115, 2525, 40478, 40482, 32093, 240, 14917, 240, 670, 7648, 1571, 522, 1073, 905, 498, 481, 5379, 980, 16421, 40478, 40482, 7933, 246, 280, 660, 2212, 15537, 15473, 5465, 556, 6913, 7933, 40478, 40482, 1082, 3316, 500, 15473, 5465, 240, 1927, 1236, 775, 2808, 6195, 40478, 40482, 35009, 556, 481, 11332, 488, 1055, 11, 4364, 40478, 40482, 19007, 562, 292, 485, 5895, 1571, 522, 1073, 3316, 14071, 2705, 556, 246, 7158, 40478, 40482, 10553, 3316, 485, 7685, 6255, 6786, 40478, 40482, 9082, 10734, 715, 3316, 40478, 40482, 35009, 629, 2338, 6821, 488, 30142, 715, 3316, 40478, 40481]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[5998, 7213, 6335, 4253, 2320, 1786, 5319, 1795, 2591, 5002]"
2856,66732,"[40480, 6250, 1856, 1219, 30516, 18998, 12395, 710, 3531, 40481]","[[31801, 12395, 710, 3531], [26417, 3204, 26285], [16954, 20003], [6020], [21453], [15022], [592, 5552, 23488], [11332], [6444], [3137, 20930, 510], [3137, 17841], [2568, 21275, 10734]]","[40480, 40482, 500, 2262, 4438, 3385, 24, 2989, 2165, 7087, 26285, 240, 20003, 240, 6020, 240, 21453, 240, 15022, 240, 23488, 240, 11332, 488, 6444, 40478, 40482, 4846, 13747, 488, 2568, 21275, 40478, 40482, 831, 478, 4481, 21170, 562, 491, 1423, 282, 1808, 240, 674, 13444, 282, 260, 284, 1571, 1183, 737, 40478, 40482, 4103, 504, 1162, 260, 19093, 903, 2151, 1870, 40478, 40482, 1302, 616, 566, 556, 592, 5552, 240, 522, 896, 1801, 707, 29284, 23488, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[5581, 7929, 7228, 4987, 5010, 3184, 2148, 5319, 6906, 2909, 2879, 7049]"
2859,82070,"[40480, 2801, 12038, 548, 601, 2011, 40481]","[[21453], [15022, 796, 527], [10444, 6020], [12038, 5355], [1674, 6821], [1845, 11332, 17570], [6167, 20930, 510], [6953, 488, 11332], [548, 601, 2011, 3612]]","[40480, 40482, 500, 1845, 28058, 240, 4846, 6020, 488, 674, 21453, 488, 15022, 40478, 40482, 4846, 13618, 498, 6953, 488, 3137, 1430, 11332, 40478, 40482, 4846, 20930, 510, 522, 3111, 25212, 40478, 40482, 4835, 836, 1073, 19414, 640, 2507, 40478, 40482, 1892, 1189, 548, 601, 2011, 3612, 488, 19330, 28990, 6821, 504, 566, 737, 40478, 40482, 4846, 21453, 278, 15022, 9019, 504, 1495, 498, 6821, 40478, 40482, 500, 481, 1164, 13, 773, 240, 1955, 12038, 15786, 785, 481, 2000, 928, 1046, 485, 2525, 40478, 40482, 1300, 488, 2525, 481, 728, 737, 40478, 40482, 4529, 12038, 15786, 715, 21453, 278, 15022, 9019, 488, 1495, 556, 11332, 17570, 40478, 40482, 725, 1430, 1301, 11332, 645, 512, 649, 40478, 40482, 1495, 556, 548, 601, 2011, 1495, 488, 3545, 267, 40478, 40482, 246, 582, 16546, 498, 3137, 734, 5612, 994, 921, 1533, 498, 1068, 9401, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[5010, 3203, 5006, 7298, 638, 3799, 2378, 6276, 3708]"
2862,166618,"[40480, 19888, 10734, 562, 15657, 40481]","[[11868, 19888], [15022, 796, 964], [734, 5612], [1454, 3204], [8780], [10444, 6020], [1353], [734, 744, 3707, 6821], [6953, 488, 11332], [15657]]","[40480, 40482, 2525, 246, 1719, 5082, 498, 1353, 485, 481, 14057, 240, 4846, 277, 3, 3696, 6953, 488, 15657, 240, 674, 1759, 704, 10734, 40478, 40482, 669, 15657, 544, 1256, 240, 2697, 491, 481, 905, 10482, 1579, 498, 6913, 481, 10734, 240, 13884, 277, 278, 282, 3026, 498, 15657, 1353, 240, 488, 9933, 481, 15657, 40478, 40482, 1072, 8780, 488, 10444, 6020, 666, 246, 1719, 19527, 6847, 715, 11868, 260, 1583, 2525, 488, 4846, 481, 15022, 669, 481, 8780, 25405, 40478, 40482, 5539, 15022, 240, 9822, 6536, 240, 1073, 507, 8062, 2022, 240, 568, 595, 903, 2324, 491, 589, 240, 670, 281, 260, 282, 1571, 40478, 40482, 4846, 19888, 488, 4462, 9467, 666, 481, 6020, 240, 674, 4846, 481, 734, 5612, 240, 9467, 833, 488, 4846, 481, 3204, 240, 1444, 481, 15657, 1353, 488, 246, 870, 15242, 498, 11332, 40478, 40482, 18115, 2525, 485, 11868, 488, 5539, 240, 9822, 6641, 240, 1073, 481, 19888, 640, 668, 1256, 40478, 40482, 4846, 481, 15657, 488, 734, 744, 3707, 6821, 485, 481, 19888, 6847, 488, 8263, 8400, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,"[4661, 3203, 5185, 7801, 840, 5006, 7655, 5180, 6276, 5219]"
2863,96853,"[40480, 34881, 5843, 17027, 5339, 40481]","[[6856, 17532], [17027], [593, 1648, 37151, 6821], [8441], [38571, 6821], [6020]]","[40480, 40482, 3135, 6856, 4048, 556, 6020, 40478, 40482, 3612, 551, 6856, 17532, 504, 6856, 4048, 40478, 40482, 6018, 22632, 617, 17027, 240, 1892, 609, 666, 1220, 3585, 488, 2507, 4309, 556, 280, 13020, 23028, 498, 1353, 500, 19527, 6847, 1073, 9649, 40478, 40482, 6018, 9649, 17027, 617, 19527, 6847, 240, 2832, 8400, 556, 2405, 4886, 40478, 40482, 10455, 481, 593, 1648, 37151, 40478, 40482, 7087, 277, 5598, 8441, 556, 6167, 17027, 488, 2933, 504, 6856, 17532, 13241, 40478, 40482, 1178, 1250, 498, 481, 8441, 23748, 265, 562, 1428, 40478, 40482, 2933, 38966, 593, 1648, 37151, 504, 6856, 17532, 40478, 40482, 35009, 16999, 38571, 6821, 504, 6856, 17532, 40478, 40482, 3612, 609, 17532, 666, 2754, 488, 8422, 5046, 556, 3736, 8441, 23748, 265, 40478, 40482, 19007, 500, 43, 8393, 9378, 10906, 562, 670, 11421, 1571, 40478, 40482, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 2383, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[5483, 6324, 4836, 2499, 6165, 4987]"
2864,13434,"[40480, 2834, 21601, 17869, 8294, 40481]","[[21601], [19811], [20930, 510], [21570], [38139], [21453], [20323], [4933, 10448], [8289], [13995]]","[40480, 40482, 2507, 11434, 488, 21453, 40478, 40482, 9933, 40478, 40482, 23667, 1180, 500, 246, 1719, 5082, 488, 32093, 562, 670, 531, 2088, 40478, 40482, 870, 8294, 485, 1529, 22519, 500, 260, 11007, 240, 12519, 25, 573, 10825, 240, 16826, 40478, 40482, 963, 870, 481, 1115, 850, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[3609, 7213, 7168, 1093, 1124, 5010, 382, 393, 1803, 5648]"
2872,57158,"[40480, 6038, 27, 5749, 10848, 5867, 40481]","[[6020], [3137, 10848], [15022], [31801, 5867], [6444], [2377, 37754, 10734], [3316, 10734], [11332], [21453], [6953]]","[40480, 40482, 2525, 6020, 488, 14046, 10848, 240, 15022, 488, 5541, 1322, 1073, 2507, 40478, 40482, 4846, 5867, 488, 9467, 14046, 562, 277, 2176, 240, 674, 4846, 589, 16126, 40478, 40482, 5539, 562, 292, 1571, 240, 9822, 2528, 1073, 10734, 6524, 1834, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,"[4987, 2809, 3184, 1240, 6906, 6696, 2654, 5319, 5010, 6270]"
2873,35652,"[40480, 5867, 556, 16178, 3614, 40481]","[[6020], [21453], [15022], [31801, 5867, 6285], [11332], [16178, 3614], [3316, 10734], [6444], [20994, 16064], [978, 955, 541], [1353], [21758, 5940], [24991], [25, 555, 480, 15094, 10448]]","[40480, 40482, 2525, 6020, 488, 14046, 21453, 556, 15022, 562, 277, 2176, 40478, 40482, 4846, 5867, 240, 1301, 11332, 240, 13249, 3614, 240, 3316, 10734, 240, 6444, 240, 20994, 488, 22942, 488, 9467, 14046, 562, 282, 1571, 40478, 40482, 4846, 5867, 240, 1301, 11332, 240, 13249, 3614, 240, 3316, 10734, 240, 6444, 240, 20994, 488, 22942, 11332, 488, 9467, 14046, 284, 1571, 40478, 40482, 4846, 1353, 488, 3423, 485, 9467, 14046, 531, 8947, 292, 485, 5895, 1571, 240, 522, 1073, 5867, 544, 668, 670, 9649, 822, 40478, 40482, 6018, 7830, 16178, 3614, 40478, 40482, 4846, 481, 21758, 5940, 488, 32093, 240, 9822, 240, 1073, 10734, 507, 20559, 40478, 40482, 4103, 715, 15355, 20836, 522, 22485, 1454, 6878, 40478, 40482, 1325, 15405, 556, 19907, 17163, 7327, 488, 481, 10767, 17163, 25, 555, 480, 15094, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,"[4987, 5010, 3184, 1252, 5319, 4298, 2654, 6906, 2021, 1316, 7655, 1607, 5259, 1506]"
2877,70163,"[40480, 39795, 5867, 11880, 40481]","[[903, 6697, 260, 957, 2156, 16428], [8780], [21453], [1657, 19811], [1353], [6167, 20930, 510, 3674], [6167, 20323, 3674], [25845, 8111], [6953], [10837], [519, 1658, 11007], [3137, 8289], [1454, 5339]]","[40480, 40482, 21662, 5867, 3585, 40478, 40482, 9933, 862, 40478, 40482, 2525, 8780, 500, 246, 282, 660, 2212, 3517, 260, 4230, 14017, 522, 19351, 10906, 40478, 40482, 4835, 836, 8684, 21453, 500, 8780, 1073, 3746, 40478, 40482, 4846, 19811, 240, 1353, 240, 20930, 510, 240, 20323, 240, 25845, 8111, 488, 6953, 40478, 40482, 9467, 485, 23667, 862, 40478, 40482, 4846, 5867, 3585, 40478, 40482, 2030, 485, 11468, 240, 18115, 2525, 488, 32093, 240, 1809, 562, 6828, 1571, 40478, 40482, 14316, 488, 6742, 10837, 40478, 40482, 4846, 485, 14017, 861, 5867, 980, 9649, 6828, 1571, 40478, 40482, 645, 2506, 3137, 519, 1658, 11007, 240, 4846, 1412, 556, 10837, 40478, 40482, 5539, 7379, 1571, 1872, 40478, 40482, 4846, 3137, 522, 250, 506, 2663, 8289, 488, 519, 1658, 11007, 240, 645, 2506, 4787, 40478, 40482, 5539, 284, 485, 5895, 1571, 522, 1073, 10837, 640, 4941, 40478, 40482, 3056, 5867, 488, 11488, 485, 566, 737, 498, 14017, 40478, 40482, 9467, 5339, 666, 24176, 500, 14017, 1073, 507, 980, 24425, 488, 24176, 544, 20559, 40478, 40482, 9467, 5867, 240, 11488, 488, 24176, 1281, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,"[771, 840, 5010, 7863, 7655, 2379, 2213, 1118, 6270, 5648, 4378, 2785, 7714]"
